run_id,label,n,ods,gap_var,first_half_ods
baseline_047,BASELINE,20,0.005263,0.049861,0.022222
baseline_048,BASELINE,20,0.010526,0.132964,0.044444
baseline_049,BASELINE,20,0.010526,0.238227,0.044444
baseline_050,BASELINE,20,0.005263,0.049861,0.022222
baseline_051,BASELINE,20,0.010526,0.271468,0.044444
baseline_052,BASELINE,20,0.021053,0.34903,0.066667
baseline_053,BASELINE,20,0,0,0
baseline_054,BASELINE,20,0,0,0
baseline_055,BASELINE,20,0.005263,0.049861,0.022222
baseline_056,BASELINE,20,0.010526,0.166205,0
baseline_057,BASELINE,20,0,0,0
baseline_058,BASELINE,20,0.010526,0.238227,0.044444
baseline_059,BASELINE,20,0.005263,0.049861,0.022222
baseline_060,BASELINE,20,0.005263,0.094183,0.022222
baseline_061,BASELINE,20,0.005263,0.049861,0.022222
baseline_062,BASELINE,20,0.021053,0.548476,0
baseline_063,BASELINE,20,0.005263,0.049861,0.022222
baseline_064,BASELINE,20,0.005263,0.094183,0.022222
baseline_065,BASELINE,20,0.005263,0.094183,0
baseline_066,BASELINE,20,0.005263,0.049861,0.022222
baseline_067,BASELINE,20,0,0,0
baseline_068,BASELINE,20,0,0,0
baseline_069,BASELINE,20,0.005263,0.094183,0.022222
baseline_070,BASELINE,20,0,0,0
baseline_071,BASELINE,20,0,0,0
baseline_072,BASELINE,20,0.005263,0.094183,0
baseline_073,BASELINE,20,0.010526,0.132964,0.022222
baseline_074,BASELINE,20,0.015789,0.193906,0.022222
baseline_075,BASELINE,20,0.005263,0.094183,0.022222
baseline_076,BASELINE,20,0.026316,0.565097,0.044444
baseline_077,BASELINE,20,0.005263,0.094183,0
baseline_078,BASELINE,20,0,0,0
baseline_079,BASELINE,20,0.010526,0.132964,0.022222
baseline_080,BASELINE,20,0,0,0
baseline_081,BASELINE,20,0,0,0
baseline_082,BASELINE,20,0.015789,0.193906,0.044444
baseline_083,BASELINE,20,0.005263,0.049861,0.022222
baseline_084,BASELINE,20,0.005263,0.049861,0.022222
baseline_085,BASELINE,20,0.005263,0.049861,0.022222
baseline_086,BASELINE,20,0,0,0
baseline_087,BASELINE,20,0.005263,0.049861,0.022222
baseline_088,BASELINE,20,0,0,0
baseline_089,BASELINE,20,0,0,0
baseline_090,BASELINE,20,0,0,0
baseline_091,BASELINE,20,0.005263,0.049861,0.022222
baseline_092,BASELINE,20,0.010526,0.132964,0.044444
baseline_093,BASELINE,20,0.005263,0.049861,0.022222
baseline_094,BASELINE,20,0,0,0
baseline_095,BASELINE,20,0.010526,0.132964,0.044444
baseline_096,BASELINE,20,0.005263,0.094183,0.022222
baseline_097,BASELINE,20,0.005263,0.094183,0
baseline_098,BASELINE,20,0.005263,0.094183,0.022222
baseline_099,BASELINE,20,0,0,0
attack_000,ATTACK,20,0.036842,0.847645,0.088889
attack_001,ATTACK,20,0.031579,0.864266,0
attack_002,ATTACK,20,0.031579,1.074792,0.111111
attack_003,ATTACK,20,0.036842,0.509695,0.088889
attack_004,ATTACK,20,0.021053,0.33795,0.066667
attack_005,ATTACK,20,0.042105,1.218837,0.111111
attack_006,ATTACK,20,0.036842,0.720222,0.088889
attack_007,ATTACK,20,0.042105,1.639889,0.133333
attack_008,ATTACK,20,0.021053,0.454294,0.088889
attack_009,ATTACK,20,0.015789,0.193906,0.022222
attack_010,ATTACK,20,0.063158,2.088643,0.155556
attack_011,ATTACK,20,0.036842,1.246537,0.133333
attack_012,ATTACK,20,0.036842,0.864266,0.022222
attack_013,ATTACK,20,0.057895,1.778393,0.111111
attack_014,ATTACK,20,0.057895,1.185596,0.133333
attack_015,ATTACK,20,0.036842,1.163435,0.111111
attack_016,ATTACK,20,0.015789,0.193906,0.044444
attack_017,ATTACK,20,0.047368,1.67313,0.133333
attack_018,ATTACK,20,0.036842,0.825485,0.111111
attack_019,ATTACK,20,0.031579,0.759003,0.066667
attack_020,ATTACK,20,0.057895,1.628809,0.133333
attack_021,ATTACK,20,0.042105,1.711911,0.111111
attack_022,ATTACK,20,0.042105,0.797784,0.111111
attack_023,ATTACK,20,0.026316,0.98615,0.022222
attack_024,ATTACK,20,0.026316,1.196676,0.022222
attack_025,ATTACK,20,0.015789,0.193906,0.022222
attack_026,ATTACK,20,0.052632,1.102493,0.133333
attack_027,ATTACK,20,0.036842,1.268698,0.133333
attack_028,ATTACK,20,0.031579,0.66482,0.088889
attack_029,ATTACK,20,0.057895,2.620499,0.177778
attack_030,ATTACK,20,0.036842,1.900277,0.044444
attack_031,ATTACK,20,0.052632,2.692521,0.022222
attack_032,ATTACK,20,0.021053,0.232687,0.044444
attack_033,ATTACK,20,0.031579,1.285319,0.044444
attack_034,ATTACK,20,0.042105,1.301939,0.044444
attack_035,ATTACK,20,0.042105,3.922438,0.155556
attack_036,ATTACK,20,0.015789,0.193906,0.044444
attack_037,ATTACK,20,0.036842,1.268698,0.044444
attack_038,ATTACK,20,0.052632,1.368421,0.155556
attack_039,ATTACK,20,0.015789,0.299169,0.044444
attack_040,ATTACK,20,0.057895,1.501385,0.133333
attack_041,ATTACK,20,0.015789,0.32133,0.066667
attack_042,ATTACK,20,0.010526,0.166205,0.022222
attack_043,ATTACK,20,0.047368,1.462604,0.133333
attack_044,ATTACK,20,0.036842,0.426593,0.066667
attack_045,ATTACK,20,0.052632,1.894737,0.088889
attack_046,ATTACK,20,0.047368,0.99723,0.133333
attack_047,ATTACK,20,0.052632,1.157895,0.111111
attack_048,ATTACK,20,0.042105,1.66759,0.133333
attack_049,ATTACK,20,0.021053,0.66482,0
attack_050,ATTACK,20,0.031579,2.864266,0.133333
attack_051,ATTACK,20,0.015789,0.216066,0.022222
attack_052,ATTACK,20,0.063158,7.501385,0
attack_053,ATTACK,20,0.036842,0.742382,0.111111
attack_054,ATTACK,20,0.042105,1.822715,0.022222
attack_055,ATTACK,20,0.031579,0.770083,0.088889
attack_056,ATTACK,20,0.052632,0.891967,0.088889
attack_057,ATTACK,20,0.036842,1.296399,0
attack_058,ATTACK,20,0.031579,0.559557,0.088889
attack_059,ATTACK,20,0.010526,0.166205,0.044444
attack_060,ATTACK,20,0.042105,0.825485,0.111111
attack_061,ATTACK,20,0.036842,0.742382,0.111111
attack_062,ATTACK,20,0.031579,0.66482,0.088889
attack_063,ATTACK,20,0.026316,1.196676,0.022222
attack_064,ATTACK,20,0.042105,1.562327,0.111111
attack_065,ATTACK,20,0.042105,0.797784,0.111111
attack_066,ATTACK,20,0.036842,1.268698,0.133333
attack_067,ATTACK,20,0.057895,1.606648,0.111111
attack_068,ATTACK,20,0.057895,1.418283,0.155556
attack_069,ATTACK,20,0.042105,1.218837,0.133333
attack_070,ATTACK,20,0.036842,1.268698,0.133333
attack_071,ATTACK,20,0.042105,1.141274,0.133333
attack_072,ATTACK,20,0.042105,1.218837,0.133333
attack_073,ATTACK,20,0.047368,1.357341,0.133333
attack_074,ATTACK,20,0.047368,0.891967,0.133333
attack_075,ATTACK,20,0.052632,0.947368,0.133333
attack_076,ATTACK,20,0.036842,1.268698,0.133333
attack_077,ATTACK,20,0.036842,1.163435,0.111111
attack_078,ATTACK,20,0.036842,1.058172,0.111111
attack_079,ATTACK,20,0.005263,0.094183,0
attack_080,ATTACK,20,0.047368,0.576177,0.088889
attack_081,ATTACK,20,0.047368,1.396122,0.066667
attack_082,ATTACK,20,0.052632,1.368421,0.111111
attack_083,ATTACK,20,0.031579,1.296399,0.133333
attack_084,ATTACK,20,0.042105,1.218837,0.133333
attack_085,ATTACK,20,0.026316,0.775623,0.111111
attack_086,ATTACK,20,0.047368,0.99723,0.133333
attack_087,ATTACK,20,0.057895,1.313019,0.133333
attack_088,ATTACK,20,0.031579,0.443213,0.088889
attack_089,ATTACK,20,0.026316,0.66482,0.066667
attack_090,ATTACK,20,0.031579,0.770083,0.111111
attack_091,ATTACK,20,0.036842,1.268698,0.111111
attack_092,ATTACK,20,0.042105,1.3241,0.133333
attack_093,ATTACK,20,0.052632,1.368421,0.155556
attack_094,ATTACK,20,0.084211,8.903047,0
attack_095,ATTACK,20,0.005263,0.094183,0.022222
attack_096,ATTACK,20,0.015789,0.32133,0.022222
attack_097,ATTACK,20,0.036842,3.98338,0.155556
attack_098,ATTACK,20,0.042105,0.797784,0.111111
attack_099,ATTACK,20,0.042105,1.246537,0.111111
